inputs snt do_max try_min try_max prune slice backend fallback reallocate prog_len prog_saved prog_regs cpu_time
36 batcher False True False True 0 sat False True 935 29 41 37.730895
36 batcher False True False True 12 sat False True 935 29 41 29.226746
36 batcher False True False True 18 sat False True 935 29 41 30.728460
36 batcher False True False True -1 sat False True 935 29 41 25.019168
36 batcher False True False True 1 sat False True 964 0 37 11.847306
36 batcher False True False True -1 z3 False True 935 29 41 124.516264
36 batcher False True False True 2 sat False True 953 11 41 13.139954
36 batcher False True False True 4 sat False True 944 20 41 15.343414
36 batcher False True False True 6 sat False True 939 25 41 20.493613
36 batcher False True False True 7 sat False True 937 27 41 26.434437
36 batcher False True False True 9 sat False True 935 29 41 29.863170
36 jgamble_batcher False True False False -1 sat True True 935 29 41 8145.497479
37 batcher False True False True 0 sat False True 988 32 43 44.561987
37 batcher False True False True 12 sat False True 988 32 43 35.563171
37 batcher False True False True 18 sat False True 988 32 43 35.498627
37 batcher False True False True 1 sat False True 1020 0 38 13.792941
37 batcher False True False True -1 sat False True 988 32 43 28.937739
37 batcher False True False True -1 z3 False True 988 32 43 157.331109
37 batcher False True False True 2 sat False True 1008 12 43 15.087170
37 batcher False True False True 4 sat False True 999 21 43 16.953280
37 batcher False True False True 6 sat False True 994 26 43 24.650647
37 batcher False True False True 7 sat False True 990 30 43 28.768368
37 batcher False True False True 9 sat False True 988 32 43 36.520477
37 jgamble_batcher False True False False -1 sat True True 988 32 42 10864.858469
38 batcher False True False True 0 sat False True 1026 34 45 45.556625
38 batcher False True False True 12 sat False True 1026 34 45 39.024009
38 batcher False True False True 19 sat False True 1026 34 45 39.020248
38 batcher False True False True -1 sat False True 1026 34 45 32.162714
38 batcher False True False True 1 sat False True 1060 0 39 15.414980
38 batcher False True False True -1 z3 False True 1026 34 45 244.951028
38 batcher False True False True 2 sat False True 1047 13 45 16.474410
38 batcher False True False True 4 sat False True 1038 22 45 20.067590
38 batcher False True False True 6 sat False True 1032 28 45 29.424523
38 batcher False True False True 7 sat False True 1028 32 45 32.141363
38 batcher False True False True 9 sat False True 1026 34 45 36.100439
38 jgamble_batcher False True False False -1 sat True True 1026 34 44 11704.879255
39 batcher False True False True 0 sat False True 1068 36 47 53.885705
39 batcher False True False True 13 sat False True 1068 36 47 45.119576
39 batcher False True False True 19 sat False True 1068 36 47 41.708390
39 batcher False True False True -1 sat False True 1068 36 47 34.324184
39 batcher False True False True 1 sat False True 1104 0 40 17.661345
39 batcher False True False True -1 z3 False True 1068 36 47 215.529107
39 batcher False True False True 2 sat False True 1090 14 47 17.411139
39 batcher False True False True 4 sat False True 1081 23 47 21.172440
39 batcher False True False True 6 sat False True 1075 29 47 30.216164
39 batcher False True False True 7 sat False True 1070 34 47 34.692213
39 batcher False True False True 9 sat False True 1068 36 47 42.360807
39 jgamble_batcher False True False False -1 sat True True 1068 36 46 14136.173791
40 batcher False True False True 0 sat False True 1095 37 49 57.518853
40 batcher False True False True 10 sat False True 1095 37 49 51.650454
40 batcher False True False True 13 sat False True 1095 37 49 51.861184
40 batcher False True False True -1 sat False True 1095 37 49 38.451767
40 batcher False True False True 1 sat False True 1132 0 41 18.342540
40 batcher False True False True -1 z3 False True 1095 37 49 242.234554
40 batcher False True False True 20 sat False True 1095 37 49 46.522761
40 batcher False True False True 2 sat False True 1117 15 49 19.727596
40 batcher False True False True 5 sat False True 1103 29 49 24.977364
40 batcher False True False True 6 sat False True 1102 30 49 32.566019
40 batcher False True False True 8 sat False True 1095 37 49 40.942939
40 jgamble_batcher False True False False -1 sat True True 1095 37 48 14642.224092
41 batcher False True False True 0 sat False True 1152 40 49 65.712072
41 batcher False True False True 10 sat False True 1152 40 49 52.311278
41 batcher False True False True 13 sat False True 1152 40 49 54.790595
41 batcher False True False True -1 sat False True 1152 40 49 42.340498
41 batcher False True False True 1 sat False True 1192 0 42 22.105215
41 batcher False True False True -1 z3 False True 1152 40 49 331.848533
41 batcher False True False True 20 sat False True 1152 40 49 56.058682
41 batcher False True False True 2 sat False True 1177 15 49 22.777925
41 batcher False True False True 5 sat False True 1162 30 49 28.937664
41 batcher False True False True 6 sat False True 1161 31 49 32.145953
41 batcher False True False True 8 sat False True 1153 39 49 47.098968
41 jgamble_batcher False True False False -1 sat True True 1152 40 49 18821.930135
42 batcher False True False True 0 sat False True 1194 42 50 72.332267
42 batcher False True False True 10 sat False True 1194 42 50 57.716610
42 batcher False True False True 14 sat False True 1194 42 50 59.228421
42 batcher False True False True -1 sat False True 1194 42 50 48.128090
42 batcher False True False True 1 sat False True 1236 0 43 25.153097
42 batcher False True False True -1 z3 False True 1194 42 50 382.857735
42 batcher False True False True 21 sat False True 1194 42 50 58.528340
42 batcher False True False True 2 sat False True 1221 15 50 26.035160
42 batcher False True False True 5 sat False True 1205 31 50 32.516915
42 batcher False True False True 7 sat False True 1199 37 50 38.048312
42 batcher False True False True 8 sat False True 1195 41 50 52.514031
42 jgamble_batcher False True False False -1 sat True True 1194 42 50 21678.216052
43 batcher False True False True 0 sat False True 1240 44 51 76.582549
43 batcher False True False True 10 sat False True 1240 44 51 66.250954
43 batcher False True False True 14 sat False True 1240 44 51 72.293990
43 batcher False True False True -1 sat False True 1240 44 51 52.123270
43 batcher False True False True 1 sat False True 1284 0 44 27.863830
43 batcher False True False True -1 z3 False True 1240 44 51 431.216599
43 batcher False True False True 21 sat False True 1240 44 51 64.615005
43 batcher False True False True 2 sat False True 1269 15 51 29.003835
43 batcher False True False True 5 sat False True 1253 31 51 37.758534
43 batcher False True False True 7 sat False True 1245 39 51 49.318183
43 batcher False True False True 8 sat False True 1241 43 51 62.495063
43 jgamble_batcher False True False False -1 sat True True 1240 44 51 24488.309751
44 batcher False True False True 0 sat False True 1271 45 52 81.732581
44 batcher False True False True 11 sat False True 1271 45 52 73.122560
44 batcher False True False True 14 sat False True 1271 45 52 70.005501
44 batcher False True False True -1 sat False True 1271 45 52 55.406125
44 batcher False True False True 1 sat False True 1316 0 45 29.092880
44 batcher False True False True -1 z3 False True 1271 45 52 465.803661
44 batcher False True False True 22 sat False True 1271 45 52 62.838452
44 batcher False True False True 2 sat False True 1301 15 52 30.483146
44 batcher False True False True 5 sat False True 1285 31 52 39.755102
44 batcher False True False True 7 sat False True 1276 40 52 51.016412
44 batcher False True False True 8 sat False True 1272 44 52 66.392303
44 jgamble_batcher False True False False -1 sat True True 1271 45 52 25514.060370
45 batcher False True False True 0 sat False True 1321 47 53 92.642724
45 batcher False True False True 11 sat False True 1321 47 53 75.711877
45 batcher False True False True 15 sat False True 1321 47 53 75.758546
45 batcher False True False True -1 sat False True 1321 47 53 62.713897
45 batcher False True False True 1 sat False True 1368 0 46 32.850196
45 batcher False True False True -1 z3 False True 1321 47 53 503.732063
45 batcher False True False True 22 sat False True 1321 47 53 85.358897
45 batcher False True False True 2 sat False True 1353 15 53 34.438269
45 batcher False True False True 5 sat False True 1337 31 53 44.583350
45 batcher False True False True 7 sat False True 1329 39 53 49.410425
45 batcher False True False True 9 sat False True 1321 47 53 69.859085
45 jgamble_batcher False True False False -1 sat True True 1321 47 53 30858.412807
46 batcher False True False True 0 sat False True 1356 48 54 98.535297
46 batcher False True False True 11 sat False True 1356 48 54 82.502652
46 batcher False True False True 15 sat False True 1356 48 54 92.096319
46 batcher False True False True -1 sat False True 1356 48 54 63.821321
46 batcher False True False True 1 sat False True 1404 0 47 37.604866
46 batcher False True False True -1 z3 False True 1356 48 54 513.924890
46 batcher False True False True 23 sat False True 1356 48 54 80.817971
46 batcher False True False True 2 sat False True 1389 15 54 39.295732
46 batcher False True False True 5 sat False True 1373 31 54 47.881237
46 batcher False True False True 7 sat False True 1364 40 54 60.305581
46 batcher False True False True 9 sat False True 1356 48 54 75.581855
46 jgamble_batcher False True False False -1 sat True True 1356 48 54 32402.248702
47 batcher False True False True 0 sat False True 1395 49 55 105.355302
47 batcher False True False True 11 sat False True 1395 49 55 89.954532
47 batcher False True False True 15 sat False True 1395 49 55 83.985188
47 batcher False True False True -1 sat False True 1395 49 55 68.467238
47 batcher False True False True 1 sat False True 1444 0 48 38.633631
47 batcher False True False True -1 z3 False True 1395 49 55 636.082636
47 batcher False True False True 23 sat False True 1395 49 55 84.510440
47 batcher False True False True 2 sat False True 1429 15 55 41.804416
47 batcher False True False True 5 sat False True 1413 31 55 46.574258
47 batcher False True False True 7 sat False True 1404 40 55 61.237595
47 batcher False True False True 9 sat False True 1395 49 55 81.172629
47 jgamble_batcher False True False False -1 sat True True 1395 49 55 37912.035402
48 batcher False True False True 0 sat False True 1419 49 57 105.968650
48 batcher False True False True 12 sat False True 1419 49 57 104.487873
48 batcher False True False True 16 sat False True 1419 49 57 84.662293
48 batcher False True False True -1 sat False True 1419 49 57 75.275100
48 batcher False True False True 1 sat False True 1468 0 49 41.950714
48 batcher False True False True -1 z3 False True 1419 49 57 654.085371
48 batcher False True False True 24 sat False True 1419 49 57 93.036574
48 batcher False True False True 3 sat False True 1449 19 57 43.386371
48 batcher False True False True 6 sat False True 1431 37 57 61.033893
48 batcher False True False True 8 sat False True 1420 48 57 66.248574
48 batcher False True False True 9 sat False True 1419 49 57 84.512859
48 jgamble_batcher False True False False -1 sat True True 1419 49 56 38596.178521
49 batcher False True False True 0 sat False True 1483 49 58 119.002742
49 batcher False True False True 12 sat False True 1483 49 58 111.374652
49 batcher False True False True 16 sat False True 1483 49 58 100.925418
49 batcher False True False True -1 sat False True 1483 49 58 84.811441
49 batcher False True False True 1 sat False True 1532 0 50 49.264876
49 batcher False True False True -1 z3 False True 1483 49 58 741.223132
49 batcher False True False True 24 sat False True 1483 49 58 99.508284
49 batcher False True False True 3 sat False True 1514 18 58 58.073157
49 batcher False True False True 6 sat False True 1498 34 58 68.640821
49 batcher False True False True 8 sat False True 1486 46 58 84.512463
49 batcher False True False True 9 sat False True 1483 49 58 92.021877
49 jgamble_batcher False True False False -1 sat True True 1483 49 58 47773.871473
50 batcher False True False True 0 sat False True 1531 49 59 131.248908
50 batcher False True False True 10 sat False True 1531 49 59 107.900458
50 batcher False True False True 12 sat False True 1531 49 59 124.903016
50 batcher False True False True 16 sat False True 1531 49 59 111.856484
50 batcher False True False True -1 sat False True 1531 49 59 86.372940
50 batcher False True False True 1 sat False True 1580 0 51 50.756217
50 batcher False True False True -1 z3 False True 1531 49 59 923.887292
50 batcher False True False True 25 sat False True 1531 49 59 108.538037
50 batcher False True False True 3 sat False True 1563 17 59 58.698977
50 batcher False True False True 6 sat False True 1548 32 59 67.562692
50 batcher False True False True 8 sat False True 1534 46 59 91.625620
50 jgamble_batcher False True False False -1 sat True True 1531 49 59 53713.729202
51 batcher False True False True 0 sat False True 1583 49 60 142.727711
51 batcher False True False True 10 sat False True 1583 49 60 117.245365
51 batcher False True False True 12 sat False True 1583 49 60 138.928719
51 batcher False True False True 17 sat False True 1583 49 60 120.360479
51 batcher False True False True -1 sat False True 1583 49 60 95.902244
51 batcher False True False True 1 sat False True 1632 0 52 55.654837
51 batcher False True False True -1 z3 False True 1583 49 60 1000.009139
51 batcher False True False True 25 sat False True 1583 49 60 113.926611
51 batcher False True False True 3 sat False True 1616 16 60 60.465967
51 batcher False True False True 6 sat False True 1600 32 60 72.899280
51 batcher False True False True 8 sat False True 1587 45 60 91.900048
51 jgamble_batcher False True False False -1 sat True True 1583 49 60 61280.665045
52 batcher False True False True 0 sat False True 1619 49 61 149.858982
52 batcher False True False True 10 sat False True 1619 49 61 121.226999
52 batcher False True False True 13 sat False True 1619 49 61 143.331019
52 batcher False True False True 17 sat False True 1619 49 61 118.628082
52 batcher False True False True -1 sat False True 1619 49 61 101.779241
52 batcher False True False True 1 sat False True 1668 0 53 59.405478
52 batcher False True False True -1 z3 False True 1619 49 61 1268.103957
52 batcher False True False True 26 sat False True 1619 49 61 128.765737
52 batcher False True False True 3 sat False True 1653 15 61 70.176564
52 batcher False True False True 6 sat False True 1636 32 61 78.007296
52 batcher False True False True 8 sat False True 1623 45 61 103.045520
52 jgamble_batcher False True False False -1 sat True True 1619 49 61 63305.118408
53 batcher False True False True 0 sat False True 1675 49 62 161.388511
53 batcher False True False True 10 sat False True 1675 49 62 131.733575
53 batcher False True False True 13 sat False True 1675 49 62 150.456590
53 batcher False True False True 17 sat False True 1675 49 62 136.132629
53 batcher False True False True -1 sat False True 1675 49 62 112.650893
53 batcher False True False True 1 sat False True 1724 0 54 71.634084
53 batcher False True False True -1 z3 False True 1675 49 62 1575.898123
53 batcher False True False True 26 sat False True 1675 49 62 138.478051
53 batcher False True False True 3 sat False True 1709 15 62 72.158381
53 batcher False True False True 6 sat False True 1692 32 62 95.020591
53 batcher False True False True 8 sat False True 1681 43 62 115.490853
53 jgamble_batcher False True False False -1 sat True True 1675 49 62 74913.639896
54 batcher False True False True 0 sat False True 1715 49 63 169.808393
54 batcher False True False True 10 sat False True 1715 49 63 136.300450
54 batcher False True False True 13 sat False True 1715 49 63 160.033432
54 batcher False True False True 18 sat False True 1715 49 63 145.158678
54 batcher False True False True -1 sat False True 1715 49 63 117.907557
54 batcher False True False True 1 sat False True 1764 0 55 69.723670
54 batcher False True False True -1 z3 False True 1715 49 63 2146.236218
54 batcher False True False True 27 sat False True 1715 49 63 148.073369
54 batcher False True False True 3 sat False True 1749 15 63 78.268818
54 batcher False True False True 6 sat False True 1732 32 63 94.084526
54 batcher False True False True 9 sat False True 1715 49 63 134.985932
54 jgamble_batcher False True False False -1 sat True True 1715 49 63 78037.731512
55 batcher False True False True 0 sat False True 1759 49 64 180.764400
55 batcher False True False True 11 sat False True 1759 49 64 159.846814
55 batcher False True False True 13 sat False True 1759 49 64 163.556237
55 batcher False True False True 18 sat False True 1759 49 64 160.545648
55 batcher False True False True -1 sat False True 1759 49 64 131.753255
55 batcher False True False True 1 sat False True 1808 0 56 81.401770
55 batcher False True False True -1 z3 False True 1759 49 64 1825.445431
55 batcher False True False True 27 sat False True 1759 49 64 176.641600
55 batcher False True False True 3 sat False True 1793 15 64 90.136542
55 batcher False True False True 6 sat False True 1776 32 64 98.215361
55 batcher False True False True 9 sat False True 1759 49 64 143.231735
55 jgamble_batcher False True False False -1 sat True True 1759 49 64 86923.194629
56 batcher False True False True 0 sat False True 1787 49 65 185.126406
56 batcher False True False True 11 sat False True 1787 49 65 189.988991
56 batcher False True False True 14 sat False True 1787 49 65 163.366165
56 batcher False True False True 18 sat False True 1787 49 65 166.357105
56 batcher False True False True -1 sat False True 1787 49 65 133.461195
56 batcher False True False True 1 sat False True 1836 0 57 88.780500
56 batcher False True False True -1 z3 False True 1787 49 65 2468.150516
56 batcher False True False True 28 sat False True 1787 49 65 158.342397
56 batcher False True False True 3 sat False True 1821 15 65 86.093712
56 batcher False True False True 7 sat False True 1798 38 65 125.522442
56 batcher False True False True 9 sat False True 1787 49 65 130.055354
56 jgamble_batcher False True False False -1 sat True True 1787 49 65 89134.440543
57 batcher False True False True 0 sat False True 1847 49 66 202.338229
57 batcher False True False True 11 sat False True 1847 49 66 181.024522
57 batcher False True False True 14 sat False True 1847 49 66 178.479561
57 batcher False True False True 19 sat False True 1847 49 66 168.507126
57 batcher False True False True -1 sat False True 1847 49 66 143.824793
57 batcher False True False True 1 sat False True 1896 0 58 86.344338
57 batcher False True False True -1 z3 False True 1847 49 66 3035.989501
57 batcher False True False True 28 sat False True 1847 49 66 180.737885
57 batcher False True False True 3 sat False True 1881 15 66 96.467042
57 batcher False True False True 7 sat False True 1858 38 66 142.700811
57 batcher False True False True 9 sat False True 1848 48 66 143.231361
57 jgamble_batcher False True False False -1 sat True True 1847 49 66 100842.500734
58 batcher False True False True 0 sat False True 1891 49 67 214.959255
58 batcher False True False True 11 sat False True 1891 49 67 187.870377
58 batcher False True False True 14 sat False True 1891 49 67 213.376995
58 batcher False True False True 19 sat False True 1891 49 67 194.935456
58 batcher False True False True -1 sat False True 1891 49 67 157.219511
58 batcher False True False True 1 sat False True 1940 0 59 92.780353
58 batcher False True False True -1 z3 False True 1891 49 67 2037.860232
58 batcher False True False True 29 sat False True 1891 49 67 178.118732
58 batcher False True False True 3 sat False True 1925 15 67 112.963098
58 batcher False True False True 7 sat False True 1902 38 67 131.033978
58 batcher False True False True 9 sat False True 1892 48 67 165.942625
58 jgamble_batcher False True False False -1 sat True True 1891 49 67 105952.111336
59 batcher False True False True 0 sat False True 1939 49 68 228.473048
59 batcher False True False True 11 sat False True 1939 49 68 201.355352
59 batcher False True False True 14 sat False True 1939 49 68 231.663863
59 batcher False True False True 19 sat False True 1939 49 68 190.725458
59 batcher False True False True -1 sat False True 1939 49 68 161.773513
59 batcher False True False True 1 sat False True 1988 0 60 100.695899
59 batcher False True False True -1 z3 False True 1939 49 68 2573.354733
59 batcher False True False True 29 sat False True 1939 49 68 220.816418
59 batcher False True False True 3 sat False True 1973 15 68 117.870369
59 batcher False True False True 7 sat False True 1950 38 68 135.395005
59 batcher False True False True 9 sat False True 1940 48 68 153.323939
59 jgamble_batcher False True False False -1 sat True True 1939 49 68 115808.086822
60 batcher False True False True 0 sat False True 1971 49 69 235.207994
60 batcher False True False True 10 sat False True 1971 49 69 198.131396
60 batcher False True False True 12 sat False True 1971 49 69 220.096901
60 batcher False True False True 15 sat False True 1971 49 69 221.628332
60 batcher False True False True -1 sat False True 1971 49 69 171.200914
60 batcher False True False True 1 sat False True 2020 0 61 106.058757
60 batcher False True False True -1 z3 False True 1971 49 69 2951.134009
60 batcher False True False True 20 sat False True 1971 49 69 216.581162
60 batcher False True False True 30 sat False True 1971 49 69 210.564020
60 batcher False True False True 3 sat False True 2005 15 69 116.908499
60 batcher False True False True 7 sat False True 1982 38 69 135.132108
60 jgamble_batcher False True False False -1 sat True True 1971 49 69 117895.505718
61 batcher False True False True 0 sat False True 2023 49 70 256.423407
61 batcher False True False True 10 sat False True 2023 49 70 221.256489
61 batcher False True False True 12 sat False True 2023 49 70 234.911768
61 batcher False True False True 15 sat False True 2023 49 70 226.544653
61 batcher False True False True -1 sat False True 2023 49 70 185.973301
61 batcher False True False True 1 sat False True 2072 0 62 116.517757
61 batcher False True False True -1 z3 False True 2023 49 70 5358.430896
61 batcher False True False True 20 sat False True 2023 49 70 216.737993
61 batcher False True False True 30 sat False True 2023 49 70 225.260955
61 batcher False True False True 3 sat False True 2057 15 70 132.680847
61 batcher False True False True 7 sat False True 2034 38 70 179.127832
61 jgamble_batcher False True False False -1 sat True True 2023 49 70 129135.844927
62 batcher False True False True 0 sat False True 2059 49 71 264.843216
62 batcher False True False True 10 sat False True 2059 49 71 192.641134
62 batcher False True False True 12 sat False True 2059 49 71 239.658319
62 batcher False True False True 15 sat False True 2059 49 71 249.045016
62 batcher False True False True -1 sat False True 2059 49 71 188.314433
62 batcher False True False True 1 sat False True 2108 0 63 120.813922
62 batcher False True False True -1 z3 False True 2059 49 71 2353.874787
62 batcher False True False True 20 sat False True 2059 49 71 240.048151
62 batcher False True False True 31 sat False True 2059 49 71 241.902006
62 batcher False True False True 3 sat False True 2093 15 71 145.794093
62 batcher False True False True 7 sat False True 2070 38 71 181.909334
62 jgamble_batcher False True False False -1 sat True True 2059 49 71 132059.701500
63 batcher False True False True 0 sat False True 2099 49 72 276.076765
63 batcher False True False True 10 sat False True 2099 49 72 203.434248
63 batcher False True False True 12 sat False True 2099 49 72 249.757166
63 batcher False True False True 15 sat False True 2099 49 72 277.297976
63 batcher False True False True -1 sat False True 2099 49 72 204.061479
63 batcher False True False True 1 sat False True 2148 0 64 135.940689
63 batcher False True False True -1 z3 False True 2099 49 72 2697.209045
63 batcher False True False True 21 sat False True 2099 49 72 247.322444
63 batcher False True False True 31 sat False True 2099 49 72 251.871874
63 batcher False True False True 3 sat False True 2133 15 72 157.133977
63 batcher False True False True 7 sat False True 2110 38 72 190.589815
63 jgamble_batcher False True False False -1 sat True True 2099 49 72 140078.487242
64 batcher False True False True 0 sat False True 2123 49 73 282.471583
64 batcher False True False True 10 sat False True 2123 49 73 209.526426
64 batcher False True False True 12 sat False True 2123 49 73 266.126014
64 batcher False True False True 16 sat False True 2123 49 73 257.020784
64 batcher False True False True -1 sat False True 2123 49 73 202.882596
64 batcher False True False True -1 z3 False True 2123 49 73 3383.032497
64 batcher False True False True 21 sat False True 2123 49 73 256.340226
64 batcher False True False True 2 sat False True 2157 15 73 138.245506
64 batcher False True False True 32 sat False True 2123 49 73 258.594398
64 batcher False True False True 4 sat False True 2150 22 73 173.009750
64 batcher False True False True 8 sat False True 2134 38 73 235.476101
64 jgamble_batcher False True False False -1 sat True True 2123 49 73 140357.297583
65 batcher False True False True 0 sat False True 2206 54 74 392.340454
65 batcher False True False True 10 sat False True 2206 54 74 269.859856
65 batcher False True False True 13 sat False True 2206 54 74 293.718682
65 batcher False True False True 16 sat False True 2206 54 74 291.027496
65 batcher False True False True -1 sat False True 2206 54 74 240.168947
65 batcher False True False True -1 z3 False True 2206 54 74 5498.033137
65 batcher False True False True 21 sat False True 2206 54 74 285.292067
65 batcher False True False True 2 sat False True 2244 16 73 161.710472
65 batcher False True False True 32 sat False True 2206 54 74 267.508619
65 batcher False True False True 4 sat False True 2235 25 73 195.077787
65 batcher False True False True 8 sat False True 2217 43 73 245.974452
66 batcher False True False True 0 sat False True 2270 58 75 404.199227
66 batcher False True False True 11 sat False True 2270 58 75 322.496345
66 batcher False True False True 13 sat False True 2270 58 75 324.346883
66 batcher False True False True 16 sat False True 2270 58 75 318.559614
66 batcher False True False True -1 sat False True 2270 58 75 256.008031
66 batcher False True False True -1 z3 False True 2270 58 75 6925.600941
66 batcher False True False True 22 sat False True 2270 58 75 303.710157
66 batcher False True False True 2 sat False True 2311 17 73 199.624617
66 batcher False True False True 33 sat False True 2270 58 75 311.604726
66 batcher False True False True 4 sat False True 2300 28 74 214.216477
66 batcher False True False True 8 sat False True 2281 47 75 313.434566
67 batcher False True False True 0 sat False True 2338 62 76 461.782162
67 batcher False True False True 11 sat False True 2338 62 76 345.930253
67 batcher False True False True 13 sat False True 2338 62 76 364.712264
67 batcher False True False True 16 sat False True 2338 62 76 373.500797
67 batcher False True False True -1 sat False True 2338 62 76 265.475422
67 batcher False True False True -1 z3 False True 2338 62 76 5533.447353
67 batcher False True False True 22 sat False True 2338 62 76 348.966210
67 batcher False True False True 2 sat False True 2382 18 73 219.268954
67 batcher False True False True 33 sat False True 2338 62 76 345.584287
67 batcher False True False True 4 sat False True 2369 31 75 233.630411
67 batcher False True False True 8 sat False True 2349 51 76 239.480145
68 batcher False True False True 0 sat False True 2387 65 77 485.695001
68 batcher False True False True 11 sat False True 2387 65 77 326.360294
68 batcher False True False True 13 sat False True 2387 65 77 380.493159
68 batcher False True False True 17 sat False True 2387 65 77 390.048608
68 batcher False True False True -1 sat False True 2387 65 77 292.594419
68 batcher False True False True -1 z3 False True 2387 65 77 6234.735358
68 batcher False True False True 22 sat False True 2387 65 77 380.340307
68 batcher False True False True 2 sat False True 2433 19 73 246.906935
68 batcher False True False True 34 sat False True 2387 65 77 384.846655
68 batcher False True False True 4 sat False True 2418 34 76 252.856713
68 batcher False True False True 8 sat False True 2398 54 77 311.024448
69 batcher False True False True 0 sat False True 2459 69 78 554.445942
69 batcher False True False True 11 sat False True 2459 69 78 461.877340
69 batcher False True False True 13 sat False True 2459 69 78 475.260757
69 batcher False True False True 17 sat False True 2459 69 78 438.058222
69 batcher False True False True -1 sat False True 2459 69 78 340.163735
69 batcher False True False True -1 z3 False True 2459 69 78 7320.827506
69 batcher False True False True 23 sat False True 2459 69 78 414.890618
69 batcher False True False True 2 sat False True 2508 20 75 245.622121
69 batcher False True False True 34 sat False True 2459 69 78 431.819048
69 batcher False True False True 4 sat False True 2492 36 77 283.903096
69 batcher False True False True 8 sat False True 2470 58 78 334.844071
70 batcher False True False True 0 sat False True 2512 72 79 576.011112
70 batcher False True False True 11 sat False True 2512 72 79 365.686097
70 batcher False True False True 14 sat False True 2512 72 79 486.804641
70 batcher False True False True 17 sat False True 2512 72 79 457.855046
70 batcher False True False True -1 sat False True 2512 72 79 375.647449
70 batcher False True False True -1 z3 False True 2512 72 79 8028.538693
70 batcher False True False True 23 sat False True 2512 72 79 440.969721
70 batcher False True False True 2 sat False True 2563 21 77 256.698735
70 batcher False True False True 35 sat False True 2512 72 79 423.998458
70 batcher False True False True 4 sat False True 2546 38 78 278.294410
70 batcher False True False True 8 sat False True 2523 61 79 360.172347
71 batcher False True False True 0 sat False True 2569 75 80 600.683499
71 batcher False True False True 11 sat False True 2569 75 80 477.714424
71 batcher False True False True 14 sat False True 2569 75 80 540.577754
71 batcher False True False True 17 sat False True 2569 75 80 539.234852
71 batcher False True False True -1 sat False True 2569 75 80 387.793716
71 batcher False True False True -1 z3 False True 2569 75 80 8651.734997
71 batcher False True False True 23 sat False True 2569 75 80 448.691744
71 batcher False True False True 2 sat False True 2622 22 79 262.731506
71 batcher False True False True 35 sat False True 2569 75 80 488.605471
71 batcher False True False True 4 sat False True 2604 40 79 308.891003
71 batcher False True False True 8 sat False True 2581 63 80 456.452222
72 batcher False True False True 0 sat False True 2607 77 81 614.768973
72 batcher False True False True 12 sat False True 2607 77 81 501.859089
72 batcher False True False True 14 sat False True 2607 77 81 506.439427
72 batcher False True False True 18 sat False True 2607 77 81 481.223386
72 batcher False True False True -1 sat False True 2607 77 81 418.610019
72 batcher False True False True -1 z3 False True 2607 77 81 10157.869534
72 batcher False True False True 24 sat False True 2607 77 81 479.279915
72 batcher False True False True 2 sat False True 2661 23 81 300.862193
72 batcher False True False True 36 sat False True 2607 77 81 467.665759
72 batcher False True False True 4 sat False True 2642 42 81 346.520189
72 batcher False True False True 9 sat False True 2614 70 81 463.533472
73 batcher False True False True 0 sat False True 2683 81 83 692.614422
73 batcher False True False True 12 sat False True 2683 81 83 545.408850
73 batcher False True False True 14 sat False True 2683 81 83 630.462764
73 batcher False True False True 18 sat False True 2683 81 83 530.764500
73 batcher False True False True -1 sat False True 2683 81 83 474.179963
73 batcher False True False True -1 z3 False True 2683 81 83 16163.363523
73 batcher False True False True 24 sat False True 2683 81 83 539.111766
73 batcher False True False True 2 sat False True 2740 24 83 307.848380
73 batcher False True False True 36 sat False True 2683 81 83 499.618023
73 batcher False True False True 4 sat False True 2721 43 83 377.521755
73 batcher False True False True 9 sat False True 2691 73 83 403.217790
74 batcher False True False True 0 sat False True 2740 84 85 720.380491
74 batcher False True False True 12 sat False True 2740 84 85 681.202537
74 batcher False True False True 14 sat False True 2740 84 85 604.713444
74 batcher False True False True 18 sat False True 2740 84 85 596.642186
74 batcher False True False True -1 sat False True 2740 84 85 498.989910
74 batcher False True False True -1 z3 False True 2740 84 85 18894.392034
74 batcher False True False True 24 sat False True 2740 84 85 541.878922
74 batcher False True False True 2 sat False True 2799 25 85 327.863816
74 batcher False True False True 37 sat False True 2740 84 85 565.916869
74 batcher False True False True 4 sat False True 2780 44 85 410.775092
74 batcher False True False True 9 sat False True 2748 76 85 502.652053
75 batcher False True False True 0 sat False True 2801 87 87 771.801148
75 batcher False True False True 12 sat False True 2801 87 87 593.246724
75 batcher False True False True 15 sat False True 2801 87 87 539.519862
75 batcher False True False True 18 sat False True 2801 87 87 602.404738
75 batcher False True False True -1 sat False True 2801 87 87 533.797994
75 batcher False True False True -1 z3 False True 2801 87 87 13526.152159
75 batcher False True False True 25 sat False True 2801 87 87 617.500018
75 batcher False True False True 2 sat False True 2862 26 87 407.348536
75 batcher False True False True 37 sat False True 2801 87 87 593.054779
75 batcher False True False True 4 sat False True 2843 45 87 426.562331
75 batcher False True False True 9 sat False True 2809 79 87 484.204577
76 batcher False True False True 0 sat False True 2843 89 89 824.392056
76 batcher False True False True 12 sat False True 2843 89 89 617.933933
76 batcher False True False True 15 sat False True 2843 89 89 652.915702
76 batcher False True False True 19 sat False True 2843 89 89 660.329177
